code,level,state,partisan_lean,gcb,environment,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
VA-01,district,VA,-5.57,3.67,-1.9,-5.0,43.7,52.8,-9.1,1.8,73.0,14.2,4.4,6.3,1.8,0.2
VA-02,district,VA,0.02,3.67,3.69,-0.27,41.3,55.2,-13.9,1.7,60.7,23.7,6.2,6.9,2.1,0.4
VA-03,district,VA,36.07,3.67,39.74,35.17,26.2,70.4,-44.2,2.1,41.2,44.5,7.2,4.3,2.3,0.4
VA-04,district,VA,33.99,3.67,37.66,33.18,27.0,69.5,-42.5,2.1,44.7,41.7,8.2,3.3,1.9,0.2
VA-05,district,VA,-11.42,3.67,-7.75,-12.41,46.5,50.1,-3.6,2.3,70.0,21.7,3.6,3.0,1.7,0.1
VA-06,district,VA,-24.01,3.67,-20.34,-24.47,51.5,45.0,6.5,1.7,80.8,8.7,6.4,2.1,2.0,0.1
VA-07,district,VA,3.8,3.67,7.47,2.91,39.1,57.5,-18.4,0.4,53.4,22.1,15.1,6.6,2.5,0.3
VA-08,district,VA,52.47,3.67,56.14,50.9,17.8,78.7,-60.9,-0.7,51.5,13.8,18.2,14.3,1.9,0.2
VA-09,district,VA,-43.66,3.67,-39.99,-44.43,60.1,36.4,23.7,2.2,87.1,6.4,2.5,2.2,1.7,0.1
VA-10,district,VA,10.25,3.67,13.92,8.58,35.8,60.8,-25.0,-0.6,55.4,9.8,15.9,16.8,1.9,0.2
VA-11,district,VA,36.67,3.67,40.34,35.29,24.5,72.1,-47.6,-0.8,50.9,9.4,12.8,25.3,1.4,0.2
VT-01,district,VT,33.5,3.67,37.17,32.77,27.3,69.3,-42.0,2.2,91.3,1.7,2.1,2.2,2.5,0.1
WA-01,district,WA,30.23,3.67,33.9,29.71,27.6,69.0,-41.4,-0.1,63.0,3.5,8.5,21.8,2.4,0.8
WA-02,district,WA,24.36,3.67,28.03,24.45,30.4,66.2,-35.8,0.5,72.5,3.5,10.1,9.0,4.1,0.9
WA-03,district,WA,-3.48,3.67,0.19,-3.4,42.4,54.1,-11.7,0.9,78.4,2.5,8.9,5.1,3.9,1.2
WA-04,district,WA,-20.48,3.67,-16.81,-21.24,47.9,48.6,-0.7,-2.5,56.3,1.5,34.0,2.6,5.3,0.4
WA-05,district,WA,-10.91,3.67,-7.24,-11.11,45.7,50.8,-5.1,1.3,81.3,2.7,7.1,3.7,4.3,0.9
WA-06,district,WA,19.49,3.67,23.16,19.89,32.7,63.9,-31.2,1.0,74.9,4.8,7.4,6.6,4.9,1.4
WA-07,district,WA,77.84,3.67,81.51,77.56,7.5,89.1,-81.6,0.2,64.3,6.0,8.5,18.1,2.4,0.8
WA-08,district,WA,6.32,3.67,9.99,5.97,38.0,58.5,-20.5,0.5,72.8,2.9,8.8,11.2,3.2,1.0
WA-09,district,WA,43.86,3.67,47.53,42.69,21.4,75.1,-53.7,-0.8,43.7,13.1,12.1,26.3,2.7,2.2
WA-10,district,WA,18.64,3.67,22.31,18.6,32.7,63.8,-31.1,0.4,63.2,8.9,10.6,10.7,4.0,2.7
WI-01,district,WI,-3.69,3.67,-0.02,-4.58,42.6,54.0,-11.4,1.1,78.2,7.1,10.2,2.4,1.9,0.1
WI-02,district,WI,41.33,3.67,45.0,40.75,23.6,72.9,-49.3,1.5,82.2,4.7,5.7,5.8,1.6,0.1
WI-03,district,WI,-6.52,3.67,-2.85,-7.51,44.3,52.3,-8.0,2.1,91.4,1.7,2.7,2.4,1.8,0.1
WI-04,district,WI,53.08,3.67,56.75,52.47,18.3,78.3,-60.0,0.7,46.4,31.0,15.1,5.1,2.1,0.1
WI-05,district,WI,-22.64,3.67,-18.97,-22.45,51.0,45.6,5.4,1.8,88.8,2.0,4.7,3.1,1.3,0.1
WI-06,district,WI,-16.3,3.67,-12.63,-16.7,48.3,48.2,0.1,1.9,88.9,2.6,4.3,2.6,1.6,0.1
WI-07,district,WI,-21.98,3.67,-18.31,-22.84,50.9,45.7,5.2,2.2,92.0,1.0,2.0,1.7,3.3,0.1
WI-08,district,WI,-16.09,3.67,-12.42,-16.46,48.2,48.4,-0.2,1.7,87.0,2.0,4.8,2.3,3.8,0.1
WV-01,district,WV,-44.31,3.67,-40.64,-45.2,60.5,36.0,24.5,2.5,91.1,4.8,1.1,0.9,2.0,0.1
WV-02,district,WV,-39.84,3.67,-36.17,-40.38,58.5,38.0,20.5,2.3,90.2,4.1,2.2,1.4,2.1,0.1
WY-01,district,WY,-46.63,3.67,-42.96,-46.96,60.9,35.7,25.2,1.2,84.1,1.3,8.7,1.5,4.2,0.2
AK,state,AK,-13.18,3.67,-9.51,-13.8,46.3,50.2,-3.9,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL,state,AL,-29.63,3.67,-25.96,-30.88,54.2,42.3,11.9,2.4,65.4,25.9,4.3,1.9,2.5,0.1
AR,state,AR,-30.5,3.67,-26.83,-31.57,54.3,42.3,12.0,1.7,71.5,15.2,7.0,2.1,3.7,0.4
AZ,state,AZ,-4.25,3.67,-0.58,-5.59,41.5,55.0,-13.5,-1.5,57.4,5.4,26.5,4.6,5.7,0.4
CA,state,CA,23.32,3.67,26.99,20.82,28.8,67.7,-38.9,-3.5,36.9,6.6,35.0,17.4,3.3,0.8
CO,state,CO,11.58,3.67,15.25,11.29,35.4,61.2,-25.8,-0.3,68.0,4.8,19.0,4.5,3.3,0.4
CT,state,CT,15.88,3.67,19.55,14.76,33.9,62.6,-28.7,0.4,66.4,11.8,14.9,5.2,1.6,0.1
DE,state,DE,15.61,3.67,19.28,14.84,34.6,62.0,-27.4,1.5,61.9,22.6,8.6,4.8,2.0,0.1
FL,state,FL,-10.56,3.67,-6.89,-13.22,44.5,52.0,-7.5,-0.8,54.3,15.4,24.8,3.6,1.7,0.2
GA,state,GA,-1.71,3.67,1.96,-2.21,42.0,54.6,-12.6,1.6,52.4,31.5,9.0,5.0,1.9,0.2
HI,state,HI,25.73,3.67,29.4,23.56,28.3,68.3,-40.0,-2.5,20.6,2.4,6.9,48.3,2.1,19.7
IA,state,IA,-12.1,3.67,-8.43,-13.45,46.5,50.1,-3.6,1.7,85.6,4.3,5.5,2.8,1.6,0.3
ID,state,ID,-36.28,3.67,-32.61,-37.52,56.3,40.3,16.0,0.8,81.7,1.2,11.1,2.4,3.3,0.4
IL,state,IL,12.91,3.67,16.58,11.14,35.1,61.5,-26.4,0.2,60.7,14.6,16.1,6.6,2.0,0.1
IN,state,IN,-18.58,3.67,-14.91,-19.3,49.2,47.4,1.8,1.6,78.3,9.9,6.8,2.9,2.0,0.2
KS,state,KS,-16.26,3.67,-12.59,-16.41,47.8,48.7,-0.9,0.9,75.3,6.6,10.8,3.5,3.5,0.2
KY,state,KY,-30.03,3.67,-26.36,-31.03,54.3,42.3,12.0,2.1,83.5,8.6,3.8,2.0,2.0,0.2
LA,state,LA,-21.33,3.67,-17.66,-22.36,50.6,45.9,4.7,2.2,58.1,31.1,6.2,2.3,2.1,0.1
MA,state,MA,27.69,3.67,31.36,25.91,29.0,67.5,-38.5,0.7,70.9,8.6,11.1,8.0,1.2,0.1
MD,state,MD,30.41,3.67,34.08,29.51,28.2,68.4,-40.2,1.3,49.4,30.7,10.1,7.7,1.9,0.2
ME,state,ME,7.49,3.67,11.16,7.09,38.4,58.1,-19.7,2.3,92.4,2.0,1.6,1.6,2.3,0.1
MI,state,MI,-0.36,3.67,3.31,-1.44,41.6,55.0,-13.4,1.9,75.1,14.1,4.7,3.8,2.3,0.1
MN,state,MN,4.94,3.67,8.61,4.34,39.2,57.4,-18.2,1.6,80.1,6.8,5.0,5.5,2.4,0.1
MO,state,MO,-17.94,3.67,-14.27,-18.67,49.1,47.5,1.6,2.0,78.2,11.8,4.1,2.7,2.9,0.2
MS,state,MS,-21.5,3.67,-17.83,-23.15,51.0,45.6,5.4,2.8,57.7,36.1,3.0,1.4,1.7,0.1
MT,state,MT,-19.79,3.67,-16.12,-20.58,49.8,46.8,3.0,1.8,86.1,0.9,3.5,1.4,7.8,0.2
NC,state,NC,-2.64,3.67,1.03,-3.27,42.3,54.2,-11.9,1.5,63.3,21.2,8.8,3.7,2.8,0.2
ND,state,ND,-36.76,3.67,-33.09,-37.39,57.0,39.5,17.5,1.8,84.5,3.6,3.6,2.2,5.9,0.2
NE,state,NE,-20.75,3.67,-17.08,-20.84,49.8,46.7,3.1,1.1,79.1,5.3,9.8,3.2,2.4,0.2
NH,state,NH,3.66,3.67,7.33,2.82,39.9,56.7,-16.8,1.9,89.6,2.0,3.6,3.0,1.7,0.1
NJ,state,NJ,8.13,3.67,11.8,5.63,36.7,59.8,-23.1,-0.6,53.8,14.3,19.5,10.8,1.5,0.1
NM,state,NM,7.45,3.67,11.12,6.14,35.3,61.3,-26.0,-4.0,39.7,2.8,43.5,2.5,11.3,0.3
NV,state,NV,-1.54,3.67,2.13,-3.15,40.4,56.2,-15.8,-1.5,48.9,10.7,24.7,11.1,3.2,1.4
NY,state,NY,15.38,3.67,19.05,12.68,33.8,62.8,-29.0,-0.3,53.3,16.4,17.8,10.4,1.8,0.2
OH,state,OH,-10.26,3.67,-6.59,-11.31,45.9,50.7,-4.8,2.1,78.5,12.9,3.7,2.9,1.9,0.1
OK,state,OK,-34.68,3.67,-31.01,-34.95,55.6,41.0,14.6,0.7,64.6,8.5,9.7,2.9,13.9,0.3
OR,state,OR,15.34,3.67,19.01,14.89,34.2,62.4,-28.2,0.5,74.9,2.7,11.5,6.0,4.1,0.8
PA,state,PA,-0.87,3.67,2.8,-1.75,41.6,54.9,-13.3,1.6,76.0,11.5,6.8,4.3,1.3,0.1
RI,state,RI,15.7,3.67,19.37,14.16,34.0,62.5,-28.5,0.5,71.9,7.9,14.1,4.1,1.9,0.2
SC,state,SC,-16.63,3.67,-12.96,-18.12,48.6,48.0,0.6,2.1,64.7,25.2,5.7,2.2,2.0,0.1
SD,state,SD,-29.31,3.67,-25.64,-29.98,53.8,42.8,11.0,1.7,83.1,2.2,3.6,1.9,9.1,0.2
TN,state,TN,-28.63,3.67,-24.96,-30.12,53.6,43.0,10.6,1.9,73.5,16.1,5.7,2.4,2.3,0.1
TX,state,TX,-12.03,3.67,-8.36,-13.88,44.3,52.3,-8.0,-2.6,42.6,12.8,35.7,6.1,2.6,0.2
UT,state,UT,-21.88,3.67,-18.21,-22.2,50.0,46.6,3.4,0.4,77.0,1.7,13.6,3.7,2.5,1.5
VA,state,VA,6.87,3.67,10.54,5.89,38.1,58.4,-20.3,1.1,60.9,19.7,9.0,8.2,1.9,0.2
VT,state,VT,33.5,3.67,37.17,32.77,27.3,69.3,-42.0,2.2,91.3,1.7,2.1,2.2,2.5,0.1
WA,state,WA,19.36,3.67,23.03,18.93,32.3,64.2,-31.9,0.2,67.1,5.0,11.4,11.6,3.7,1.2
WI,state,WI,-0.25,3.67,3.42,-0.87,41.4,55.2,-13.8,1.6,81.9,6.4,6.2,3.2,2.2,0.1
WV,state,WV,-41.99,3.67,-38.32,-42.69,59.5,37.1,22.4,2.4,90.7,4.4,1.6,1.1,2.0,0.1
WY,state,WY,-46.63,3.67,-42.96,-46.96,60.9,35.7,25.2,1.2,84.1,1.3,8.7,1.5,4.2,0.2
