state,chamber,dem_seats,count
NY,Assembly,43,1
NY,Assembly,46,2
NY,Assembly,47,1
NY,Assembly,49,1
NY,Assembly,50,1
NY,Assembly,52,1
NY,Assembly,53,2
NY,Assembly,54,2
NY,Assembly,55,5
NY,Assembly,56,3
NY,Assembly,57,2
NY,Assembly,58,1
NY,Assembly,59,3
NY,Assembly,60,3
NY,Assembly,61,3
NY,Assembly,62,3
NY,Assembly,63,4
NY,Assembly,64,4
NY,Assembly,65,4
NY,Assembly,66,3
NY,Assembly,67,6
NY,Assembly,68,5
NY,Assembly,69,9
NY,Assembly,70,5
NY,Assembly,71,14
NY,Assembly,72,9
NY,Assembly,73,5
NY,Assembly,74,15
NY,Assembly,75,10
NY,Assembly,76,17
NY,Assembly,77,10
NY,Assembly,78,21
NY,Assembly,79,18
NY,Assembly,80,17
NY,Assembly,81,17
NY,Assembly,82,23
NY,Assembly,83,25
NY,Assembly,84,35
NY,Assembly,85,36
NY,Assembly,86,43
NY,Assembly,87,64
NY,Assembly,88,58
NY,Assembly,89,57
NY,Assembly,90,64
NY,Assembly,91,74
NY,Assembly,92,86
NY,Assembly,93,89
NY,Assembly,94,114
NY,Assembly,95,128
NY,Assembly,96,150
NY,Assembly,97,170
NY,Assembly,98,171
NY,Assembly,99,226
NY,Assembly,100,227
NY,Assembly,101,273
NY,Assembly,102,325
NY,Assembly,103,355
NY,Assembly,104,345
NY,Assembly,105,392
NY,Assembly,106,403
NY,Assembly,107,364
NY,Assembly,108,373
NY,Assembly,109,388
NY,Assembly,110,354
NY,Assembly,111,386
NY,Assembly,112,351
NY,Assembly,113,320
NY,Assembly,114,339
NY,Assembly,115,303
NY,Assembly,116,255
NY,Assembly,117,272
NY,Assembly,118,211
NY,Assembly,119,212
NY,Assembly,120,207
NY,Assembly,121,176
NY,Assembly,122,154
NY,Assembly,123,150
NY,Assembly,124,113
NY,Assembly,125,125
NY,Assembly,126,123
NY,Assembly,127,87
NY,Assembly,128,72
NY,Assembly,129,80
NY,Assembly,130,71
NY,Assembly,131,53
NY,Assembly,132,38
NY,Assembly,133,46
NY,Assembly,134,46
NY,Assembly,135,28
NY,Assembly,136,22
NY,Assembly,137,26
NY,Assembly,138,14
NY,Assembly,139,14
NY,Assembly,140,18
NY,Assembly,141,14
NY,Assembly,142,13
NY,Assembly,143,5
NY,Assembly,144,6
NY,Assembly,145,5
NY,Assembly,149,2
NY,Assembly,150,2
NY,Senate,11,1
NY,Senate,14,1
NY,Senate,15,1
NY,Senate,16,2
NY,Senate,17,1
NY,Senate,18,2
NY,Senate,19,2
NY,Senate,20,7
NY,Senate,21,8
NY,Senate,22,6
NY,Senate,23,5
NY,Senate,24,4
NY,Senate,25,8
NY,Senate,26,17
NY,Senate,27,25
NY,Senate,28,12
NY,Senate,29,31
NY,Senate,30,37
NY,Senate,31,28
NY,Senate,32,40
NY,Senate,33,77
NY,Senate,34,79
NY,Senate,35,124
NY,Senate,36,139
NY,Senate,37,177
NY,Senate,38,221
NY,Senate,39,289
NY,Senate,40,374
NY,Senate,41,466
NY,Senate,42,634
NY,Senate,43,699
NY,Senate,44,728
NY,Senate,45,753
NY,Senate,46,742
NY,Senate,47,739
NY,Senate,48,663
NY,Senate,49,577
NY,Senate,50,477
NY,Senate,51,404
NY,Senate,52,375
NY,Senate,53,268
NY,Senate,54,206
NY,Senate,55,182
NY,Senate,56,140
NY,Senate,57,89
NY,Senate,58,56
NY,Senate,59,46
NY,Senate,60,19
NY,Senate,61,12
NY,Senate,62,7
NC,House,6,1
NC,House,13,1
NC,House,14,1
NC,House,15,1
NC,House,16,1
NC,House,17,2
NC,House,18,1
NC,House,19,3
NC,House,20,5
NC,House,21,2
NC,House,22,2
NC,House,24,5
NC,House,25,3
NC,House,26,6
NC,House,27,2
NC,House,28,9
NC,House,29,5
NC,House,30,13
NC,House,31,13
NC,House,32,18
NC,House,33,13
NC,House,34,14
NC,House,35,25
NC,House,36,32
NC,House,37,22
NC,House,38,29
NC,House,39,46
NC,House,40,52
NC,House,41,69
NC,House,42,80
NC,House,43,104
NC,House,44,136
NC,House,45,172
NC,House,46,202
NC,House,47,280
NC,House,48,303
NC,House,49,353
NC,House,50,406
NC,House,51,419
NC,House,52,446
NC,House,53,453
NC,House,54,426
NC,House,55,425
NC,House,56,390
NC,House,57,381
NC,House,58,376
NC,House,59,337
NC,House,60,279
NC,House,61,301
NC,House,62,272
NC,House,63,260
NC,House,64,245
NC,House,65,229
NC,House,66,192
NC,House,67,197
NC,House,68,178
NC,House,69,179
NC,House,70,139
NC,House,71,154
NC,House,72,130
NC,House,73,111
NC,House,74,98
NC,House,75,114
NC,House,76,96
NC,House,77,82
NC,House,78,75
NC,House,79,69
NC,House,80,71
NC,House,81,66
NC,House,82,42
NC,House,83,44
NC,House,84,43
NC,House,85,36
NC,House,86,34
NC,House,87,34
NC,House,88,21
NC,House,89,15
NC,House,90,22
NC,House,91,17
NC,House,92,7
NC,House,93,9
NC,House,94,10
NC,House,95,8
NC,House,96,8
NC,House,97,9
NC,House,98,3
NC,House,99,6
NC,House,100,2
NC,House,101,2
NC,House,102,1
NC,House,104,1
NC,House,105,2
NC,House,107,1
NC,House,109,1
NC,Senate,10,4
NC,Senate,11,3
NC,Senate,12,13
NC,Senate,13,14
NC,Senate,14,31
NC,Senate,15,71
NC,Senate,16,98
NC,Senate,17,197
NC,Senate,18,338
NC,Senate,19,636
NC,Senate,20,1030
NC,Senate,21,1136
NC,Senate,22,1113
NC,Senate,23,964
NC,Senate,24,870
NC,Senate,25,740
NC,Senate,26,560
NC,Senate,27,448
NC,Senate,28,371
NC,Senate,29,295
NC,Senate,30,240
NC,Senate,31,181
NC,Senate,32,127
NC,Senate,33,113
NC,Senate,34,103
NC,Senate,35,87
NC,Senate,36,62
NC,Senate,37,54
NC,Senate,38,33
NC,Senate,39,15
NC,Senate,40,21
NC,Senate,41,7
NC,Senate,42,9
NC,Senate,43,6
NC,Senate,44,3
NC,Senate,45,5
NC,Senate,49,1
NC,Senate,50,1
ND,House,3,7
ND,House,4,23
ND,House,5,59
ND,House,6,124
ND,House,7,361
ND,House,8,665
ND,House,9,1091
ND,House,10,1215
ND,House,11,1148
ND,House,12,1135
ND,House,13,978
ND,House,14,851
ND,House,15,655
ND,House,16,508
ND,House,17,357
ND,House,18,247
ND,House,19,180
ND,House,20,132
ND,House,21,74
ND,House,22,67
ND,House,23,42
ND,House,24,14
ND,House,25,14
ND,House,26,17
ND,House,27,11
ND,House,28,9
ND,House,29,7
ND,House,30,2
ND,House,31,5
ND,House,35,1
ND,House,37,1
ND,Senate,2,12
ND,Senate,3,83
ND,Senate,4,454
ND,Senate,5,4313
ND,Senate,6,2253
ND,Senate,7,1229
ND,Senate,8,659
ND,Senate,9,397
ND,Senate,10,254
ND,Senate,11,151
ND,Senate,12,80
ND,Senate,13,46
ND,Senate,14,26
ND,Senate,15,16
ND,Senate,16,12
ND,Senate,17,3
ND,Senate,18,7
ND,Senate,19,4
ND,Senate,20,1
OH,House,11,1
OH,House,13,1
OH,House,14,2
OH,House,16,4
OH,House,17,6
OH,House,18,4
OH,House,19,9
OH,House,20,8
OH,House,21,13
OH,House,22,15
OH,House,23,31
OH,House,24,30
OH,House,25,40
OH,House,26,48
OH,House,27,51
OH,House,28,87
OH,House,29,93
OH,House,30,137
OH,House,31,169
OH,House,32,234
OH,House,33,261
OH,House,34,314
OH,House,35,385
OH,House,36,448
OH,House,37,463
OH,House,38,503
OH,House,39,532
OH,House,40,543
OH,House,41,541
OH,House,42,485
OH,House,43,475
OH,House,44,449
OH,House,45,416
OH,House,46,337
OH,House,47,352
OH,House,48,296
OH,House,49,261
OH,House,50,246
OH,House,51,223
OH,House,52,201
OH,House,53,164
OH,House,54,150
OH,House,55,114
OH,House,56,117
OH,House,57,124
OH,House,58,106
OH,House,59,62
OH,House,60,58
OH,House,61,67
OH,House,62,43
OH,House,63,50
OH,House,64,28
OH,House,65,39
OH,House,66,30
OH,House,67,29
OH,House,68,14
OH,House,69,11
OH,House,70,17
OH,House,71,12
OH,House,72,12
OH,House,73,7
OH,House,74,11
OH,House,75,4
OH,House,76,4
OH,House,77,2
OH,House,78,4
OH,House,79,1
OH,House,80,2
OH,House,83,1
OH,House,84,1
OH,House,86,1
OH,House,89,1
OH,Senate,7,3
OH,Senate,8,26
OH,Senate,9,1798
OH,Senate,10,1767
OH,Senate,11,1672
OH,Senate,12,1493
OH,Senate,13,1191
OH,Senate,14,863
OH,Senate,15,598
OH,Senate,16,356
OH,Senate,17,154
OH,Senate,18,61
OH,Senate,19,18
OK,House,5,2
OK,House,6,2
OK,House,7,2
OK,House,8,5
OK,House,9,7
OK,House,10,20
OK,House,11,20
OK,House,12,43
OK,House,13,59
OK,House,14,84
OK,House,15,105
OK,House,16,207
OK,House,17,361
OK,House,18,671
OK,House,19,1063
OK,House,20,1309
OK,House,21,1317
OK,House,22,1044
OK,House,23,765
OK,House,24,567
OK,House,25,445
OK,House,26,337
OK,House,27,242
OK,House,28,212
OK,House,29,175
OK,House,30,146
OK,House,31,104
OK,House,32,104
OK,House,33,77
OK,House,34,80
OK,House,35,53
OK,House,36,43
OK,House,37,33
OK,House,38,38
OK,House,39,30
OK,House,40,31
OK,House,41,36
OK,House,42,21
OK,House,43,20
OK,House,44,13
OK,House,45,5
OK,House,46,14
OK,House,47,9
OK,House,48,17
OK,House,49,6
OK,House,50,11
OK,House,51,5
OK,House,52,7
OK,House,53,4
OK,House,54,4
OK,House,55,3
OK,House,56,3
OK,House,57,3
OK,House,58,1
OK,House,59,3
OK,House,60,3
OK,House,61,1
OK,House,62,2
OK,House,63,1
OK,House,64,1
OK,House,65,1
OK,House,67,1
OK,House,77,1
OK,House,81,1
OK,Senate,2,1
OK,Senate,3,11
OK,Senate,4,19
OK,Senate,5,47
OK,Senate,6,142
OK,Senate,7,581
OK,Senate,8,5748
OK,Senate,9,2072
OK,Senate,10,789
OK,Senate,11,299
OK,Senate,12,144
OK,Senate,13,58
OK,Senate,14,39
OK,Senate,15,22
OK,Senate,16,11
OK,Senate,17,8
OK,Senate,18,8
OK,Senate,23,1
OR,House,14,1
OR,House,15,1
OR,House,18,1
OR,House,19,2
OR,House,20,3
OR,House,21,2
OR,House,22,7
OR,House,23,6
OR,House,24,16
OR,House,25,10
OR,House,26,28
OR,House,27,34
OR,House,28,50
OR,House,29,61
OR,House,30,78
OR,House,31,119
OR,House,32,147
OR,House,33,229
OR,House,34,328
OR,House,35,403
OR,House,36,624
OR,House,37,901
OR,House,38,1096
OR,House,39,1144
OR,House,40,1109
OR,House,41,884
OR,House,42,772
OR,House,43,521
OR,House,44,364
OR,House,45,302
OR,House,46,232
OR,House,47,162
OR,House,48,119
OR,House,49,82
OR,House,50,49
OR,House,51,53
OR,House,52,24
OR,House,53,10
OR,House,54,11
OR,House,55,7
OR,House,56,4
OR,House,57,2
OR,House,58,1
OR,House,59,1
OR,Senate,11,2
OR,Senate,12,10
OR,Senate,13,14
OR,Senate,14,52
OR,Senate,15,143
OR,Senate,16,310
OR,Senate,17,693
OR,Senate,18,1302
OR,Senate,19,1838
OR,Senate,20,2310
OR,Senate,21,2140
OR,Senate,22,1186
PA,House,29,1
PA,House,36,1
PA,House,37,1
PA,House,38,2
PA,House,40,1
PA,House,41,1
PA,House,42,1
PA,House,43,1
PA,House,44,1
PA,House,45,3
PA,House,46,1
PA,House,48,4
PA,House,49,1
PA,House,50,2
PA,House,51,3
PA,House,52,2
PA,House,53,2
PA,House,54,2
PA,House,55,7
PA,House,56,3
PA,House,57,4
PA,House,58,9
PA,House,60,1
PA,House,61,5
PA,House,62,3
PA,House,63,2
PA,House,64,10
PA,House,65,3
PA,House,66,3
PA,House,67,10
PA,House,68,11
PA,House,69,13
PA,House,70,10
PA,House,71,8
PA,House,72,7
PA,House,73,10
PA,House,74,16
PA,House,75,11
PA,House,76,13
PA,House,77,15
PA,House,78,13
PA,House,79,22
PA,House,80,27
PA,House,81,30
PA,House,82,25
PA,House,83,29
PA,House,84,35
PA,House,85,41
PA,House,86,59
PA,House,87,49
PA,House,88,61
PA,House,89,63
PA,House,90,61
PA,House,91,89
PA,House,92,84
PA,House,93,107
PA,House,94,119
PA,House,95,161
PA,House,96,167
PA,House,97,184
PA,House,98,228
PA,House,99,254
PA,House,100,271
PA,House,101,322
PA,House,102,359
PA,House,103,341
PA,House,104,371
PA,House,105,360
PA,House,106,359
PA,House,107,326
PA,House,108,293
PA,House,109,336
PA,House,110,331
PA,House,111,327
PA,House,112,276
PA,House,113,259
PA,House,114,301
PA,House,115,275
PA,House,116,208
PA,House,117,201
PA,House,118,187
PA,House,119,172
PA,House,120,149
PA,House,121,162
PA,House,122,136
PA,House,123,133
PA,House,124,128
PA,House,125,114
PA,House,126,89
PA,House,127,91
PA,House,128,80
PA,House,129,87
PA,House,130,81
PA,House,131,57
PA,House,132,82
PA,House,133,61
PA,House,134,52
PA,House,135,40
PA,House,136,38
PA,House,137,31
PA,House,138,38
PA,House,139,40
PA,House,140,30
PA,House,141,28
PA,House,142,23
PA,House,143,27
PA,House,144,16
PA,House,145,19
PA,House,146,14
PA,House,147,13
PA,House,148,16
PA,House,149,14
PA,House,150,9
PA,House,151,20
PA,House,152,6
PA,House,153,7
PA,House,154,9
PA,House,155,6
PA,House,156,6
PA,House,157,4
PA,House,158,8
PA,House,159,9
PA,House,160,5
PA,House,161,4
PA,House,162,4
PA,House,163,1
PA,House,164,2
PA,House,165,5
PA,House,166,2
PA,House,168,1
PA,House,169,2
PA,House,170,2
PA,House,172,1
PA,House,173,2
PA,House,176,2
PA,House,177,1
PA,House,178,1
PA,House,179,1
PA,House,186,1
PA,House,189,1
PA,House,190,1
PA,House,191,1
PA,Senate,13,3
PA,Senate,14,13
PA,Senate,15,15
PA,Senate,16,28
PA,Senate,17,36
PA,Senate,18,83
PA,Senate,19,127
PA,Senate,20,294
PA,Senate,21,558
PA,Senate,22,1244
PA,Senate,23,1951
PA,Senate,24,1871
PA,Senate,25,1506
PA,Senate,26,1030
PA,Senate,27,621
PA,Senate,28,347
PA,Senate,29,159
PA,Senate,30,72
PA,Senate,31,21
PA,Senate,32,14
PA,Senate,33,6
PA,Senate,34,1
RI,House,11,1
RI,House,14,2
RI,House,16,1
RI,House,17,1
RI,House,22,1
RI,House,24,1
RI,House,26,3
RI,House,27,4
RI,House,28,3
RI,House,29,2
RI,House,30,4
RI,House,31,4
RI,House,32,1
RI,House,33,2
RI,House,34,1
RI,House,35,3
RI,House,36,12
RI,House,37,10
RI,House,38,4
RI,House,39,10
RI,House,40,6
RI,House,41,10
RI,House,42,15
RI,House,43,14
RI,House,44,14
RI,House,45,14
RI,House,46,12
RI,House,47,27
RI,House,48,24
RI,House,49,33
RI,House,50,29
RI,House,51,45
RI,House,52,43
RI,House,53,68
RI,House,54,73
RI,House,55,90
RI,House,56,114
RI,House,57,95
RI,House,58,159
RI,House,59,215
RI,House,60,254
RI,House,61,360
RI,House,62,433
RI,House,63,647
RI,House,64,736
RI,House,65,958
RI,House,66,1157
RI,House,67,1394
RI,House,68,1450
RI,House,69,938
RI,House,70,305
RI,House,71,132
RI,House,72,39
RI,House,73,17
RI,House,74,6
RI,House,75,4
RI,Senate,3,1
RI,Senate,6,1
RI,Senate,10,2
RI,Senate,11,1
RI,Senate,12,3
RI,Senate,13,1
RI,Senate,14,3
RI,Senate,15,5
RI,Senate,16,9
RI,Senate,17,8
RI,Senate,18,12
RI,Senate,19,9
RI,Senate,20,10
RI,Senate,21,16
RI,Senate,22,30
RI,Senate,23,24
RI,Senate,24,31
RI,Senate,25,32
RI,Senate,26,40
RI,Senate,27,58
RI,Senate,28,66
RI,Senate,29,128
RI,Senate,30,201
RI,Senate,31,287
RI,Senate,32,484
RI,Senate,33,787
RI,Senate,34,1458
RI,Senate,35,2415
RI,Senate,36,3556
RI,Senate,37,288
RI,Senate,38,34
SC,House,11,1
SC,House,12,2
SC,House,13,2
SC,House,14,2
SC,House,15,2
SC,House,16,1
SC,House,17,5
SC,House,18,7
SC,House,19,8
SC,House,20,12
SC,House,21,11
SC,House,22,8
SC,House,23,13
SC,House,24,19
SC,House,25,33
SC,House,26,45
SC,House,27,53
SC,House,28,65
SC,House,29,88
SC,House,30,138
SC,House,31,153
SC,House,32,202
SC,House,33,268
SC,House,34,344
SC,House,35,427
SC,House,36,505
SC,House,37,540
SC,House,38,562
SC,House,39,504
SC,House,40,514
SC,House,41,441
SC,House,42,424
SC,House,43,414
SC,House,44,342
SC,House,45,316
SC,House,46,312
SC,House,47,265
SC,House,48,296
SC,House,49,224
SC,House,50,217
SC,House,51,208
SC,House,52,176
SC,House,53,167
SC,House,54,147
SC,House,55,147
SC,House,56,118
SC,House,57,124
SC,House,58,96
SC,House,59,94
SC,House,60,85
SC,House,61,96
SC,House,62,58
SC,House,63,82
SC,House,64,78
SC,House,65,53
SC,House,66,41
SC,House,67,40
SC,House,68,37
SC,House,69,47
SC,House,70,30
SC,House,71,26
SC,House,72,24
SC,House,73,25
SC,House,74,31
SC,House,75,21
SC,House,76,16
SC,House,77,16
SC,House,78,10
SC,House,79,16
SC,House,80,10
SC,House,81,8
SC,House,82,13
SC,House,83,8
SC,House,84,12
SC,House,85,5
SC,House,86,8
SC,House,87,5
SC,House,88,5
SC,House,89,6
SC,House,90,4
SC,House,91,4
SC,House,92,2
SC,House,93,4
SC,House,95,3
SC,House,96,2
SC,House,97,1
SC,House,100,1
SC,House,101,1
SC,House,102,1
SC,House,103,3
SD,House,0,100
SD,House,1,197
SD,House,2,350
SD,House,3,483
SD,House,4,621
SD,House,5,800
SD,House,6,779
SD,House,7,760
SD,House,8,760
SD,House,9,713
SD,House,10,642
SD,House,11,579
SD,House,12,525
SD,House,13,418
SD,House,14,361
SD,House,15,302
SD,House,16,237
SD,House,17,207
SD,House,18,177
SD,House,19,137
SD,House,20,118
SD,House,21,106
SD,House,22,93
SD,House,23,82
SD,House,24,63
SD,House,25,54
SD,House,26,43
SD,House,27,42
SD,House,28,35
SD,House,29,39
SD,House,30,23
SD,House,31,20
SD,House,32,26
SD,House,33,18
SD,House,34,13
SD,House,35,11
SD,House,36,10
SD,House,37,9
SD,House,38,8
SD,House,39,8
SD,House,40,4
SD,House,41,4
SD,House,42,4
SD,House,43,3
SD,House,44,4
SD,House,45,1
SD,House,46,1
SD,House,47,1
SD,House,48,1
SD,House,50,1
SD,House,51,3
SD,House,54,3
SD,House,59,1
SD,Senate,1,74
SD,Senate,2,402
SD,Senate,3,998
SD,Senate,4,1702
SD,Senate,5,1941
SD,Senate,6,1669
SD,Senate,7,1109
SD,Senate,8,715
SD,Senate,9,444
SD,Senate,10,303
SD,Senate,11,184
SD,Senate,12,128
SD,Senate,13,100
SD,Senate,14,54
SD,Senate,15,40
SD,Senate,16,27
SD,Senate,17,25
SD,Senate,18,25
SD,Senate,19,9
SD,Senate,20,10
SD,Senate,21,12
SD,Senate,22,5
SD,Senate,23,7
SD,Senate,24,4
SD,Senate,25,2
SD,Senate,26,5
SD,Senate,27,5
SD,Senate,28,1
TN,House,4,1
TN,House,5,1
TN,House,7,1
TN,House,8,4
TN,House,9,3
TN,House,10,5
TN,House,11,5
TN,House,12,5
TN,House,13,22
TN,House,14,21
TN,House,15,23
TN,House,16,38
TN,House,17,49
TN,House,18,87
TN,House,19,167
TN,House,20,203
TN,House,21,352
TN,House,22,535
TN,House,23,815
TN,House,24,1111
TN,House,25,1135
TN,House,26,1052
TN,House,27,853
TN,House,28,694
TN,House,29,595
TN,House,30,429
TN,House,31,342
TN,House,32,235
TN,House,33,194
TN,House,34,180
TN,House,35,152
TN,House,36,128
TN,House,37,85
TN,House,38,75
TN,House,39,59
TN,House,40,53
TN,House,41,53
TN,House,42,32
TN,House,43,27
TN,House,44,26
TN,House,45,25
TN,House,46,15
TN,House,47,14
TN,House,48,15
TN,House,49,12
TN,House,50,14
TN,House,51,8
TN,House,52,4
TN,House,53,8
TN,House,54,8
TN,House,55,8
TN,House,56,2
TN,House,57,1
TN,House,58,1
TN,House,59,3
TN,House,60,2
TN,House,61,2
TN,House,62,1
TN,House,63,1
TN,House,64,3
TN,House,65,1
TN,House,68,1
TN,House,69,1
TN,House,71,1
TN,House,76,2
TN,Senate,2,9
TN,Senate,3,24
TN,Senate,4,87
TN,Senate,5,483
TN,Senate,6,6229
TN,Senate,7,1564
TN,Senate,8,714
TN,Senate,9,380
TN,Senate,10,199
TN,Senate,11,127
TN,Senate,12,81
TN,Senate,13,45
TN,Senate,14,25
TN,Senate,15,16
TN,Senate,16,9
TN,Senate,17,6
TN,Senate,18,2
TX,House,32,3
TX,House,33,2
TX,House,34,3
TX,House,35,1
TX,House,36,2
TX,House,37,1
TX,House,38,5
TX,House,39,3
TX,House,40,3
TX,House,41,9
TX,House,42,7
TX,House,43,9
TX,House,44,6
TX,House,45,15
TX,House,46,12
TX,House,47,20
TX,House,48,16
TX,House,49,22
TX,House,50,26
TX,House,51,33
TX,House,52,50
TX,House,53,51
TX,House,54,59
TX,House,55,74
TX,House,56,108
TX,House,57,128
TX,House,58,165
TX,House,59,208
TX,House,60,265
TX,House,61,308
TX,House,62,367
TX,House,63,408
TX,House,64,405
TX,House,65,386
TX,House,66,404
TX,House,67,451
TX,House,68,413
TX,House,69,382
TX,House,70,360
TX,House,71,363
TX,House,72,289
TX,House,73,308
TX,House,74,301
TX,House,75,285
TX,House,76,255
TX,House,77,242
TX,House,78,218
TX,House,79,207
TX,House,80,197
TX,House,81,185
TX,House,82,162
TX,House,83,154
TX,House,84,145
TX,House,85,137
TX,House,86,143
TX,House,87,113
TX,House,88,112
TX,House,89,86
TX,House,90,76
TX,House,91,74
TX,House,92,63
TX,House,93,78
TX,House,94,59
TX,House,95,70
TX,House,96,58
TX,House,97,46
TX,House,98,46
TX,House,99,35
TX,House,100,42
TX,House,101,36
TX,House,102,28
TX,House,103,30
TX,House,104,26
TX,House,105,26
TX,House,106,22
TX,House,107,10
TX,House,108,15
TX,House,109,14
TX,House,110,6
TX,House,111,9
TX,House,112,6
TX,House,113,8
TX,House,114,5
TX,House,115,3
TX,House,116,4
TX,House,118,2
TX,House,119,4
TX,House,120,3
TX,House,121,1
TX,House,122,1
TX,House,123,1
TX,House,126,1
TX,Senate,7,3
TX,Senate,8,29
TX,Senate,9,107
TX,Senate,10,446
TX,Senate,11,1984
TX,Senate,12,3115
TX,Senate,13,1916
TX,Senate,14,1123
TX,Senate,15,656
TX,Senate,16,329
TX,Senate,17,173
TX,Senate,18,78
TX,Senate,19,30
TX,Senate,20,10
TX,Senate,21,1
UT,House,5,1
UT,House,6,3
UT,House,7,10
UT,House,8,16
UT,House,9,40
UT,House,10,77
UT,House,11,160
UT,House,12,316
UT,House,13,556
UT,House,14,935
UT,House,15,1076
UT,House,16,1047
UT,House,17,919
UT,House,18,807
UT,House,19,698
UT,House,20,557
UT,House,21,474
UT,House,22,410
UT,House,23,346
UT,House,24,275
UT,House,25,233
UT,House,26,171
UT,House,27,138
UT,House,28,124
UT,House,29,94
UT,House,30,93
UT,House,31,84
UT,House,32,48
UT,House,33,53
UT,House,34,42
UT,House,35,35
UT,House,36,23
UT,House,37,27
UT,House,38,16
UT,House,39,22
UT,House,40,14
UT,House,41,10
UT,House,42,10
UT,House,43,4
UT,House,44,2
UT,House,45,6
UT,House,46,3
UT,House,47,5
UT,House,48,2
UT,House,49,7
UT,House,50,1
UT,House,51,3
UT,House,52,2
UT,House,53,2
UT,House,55,2
UT,House,56,1
UT,Senate,3,5
UT,Senate,4,95
UT,Senate,5,746
UT,Senate,6,4057
UT,Senate,7,2865
UT,Senate,8,1255
UT,Senate,9,560
UT,Senate,10,247
UT,Senate,11,113
UT,Senate,12,38
UT,Senate,13,15
UT,Senate,14,3
UT,Senate,15,1
VT,House,23,1
VT,House,31,1
VT,House,34,1
VT,House,41,1
VT,House,43,1
VT,House,45,1
VT,House,47,2
VT,House,49,2
VT,House,50,1
VT,House,51,3
VT,House,52,2
VT,House,54,1
VT,House,55,3
VT,House,56,3
VT,House,57,1
VT,House,58,4
VT,House,59,8
VT,House,60,6
VT,House,61,4
VT,House,62,6
VT,House,63,7
VT,House,64,10
VT,House,65,6
VT,House,66,9
VT,House,67,4
VT,House,68,8
VT,House,69,8
VT,House,70,8
VT,House,71,13
VT,House,72,16
VT,House,73,16
VT,House,74,14
VT,House,75,25
VT,House,76,20
VT,House,77,16
VT,House,78,29
VT,House,79,29
VT,House,80,25
VT,House,81,36
VT,House,82,48
VT,House,83,36
VT,House,84,40
VT,House,85,59
VT,House,86,48
VT,House,87,66
VT,House,88,75
VT,House,89,77
VT,House,90,93
VT,House,91,71
VT,House,92,94
VT,House,93,116
VT,House,94,131
VT,House,95,130
VT,House,96,135
VT,House,97,127
VT,House,98,160
VT,House,99,184
VT,House,100,193
VT,House,101,174
VT,House,102,200
VT,House,103,206
VT,House,104,232
VT,House,105,236
VT,House,106,242
VT,House,107,221
VT,House,108,280
VT,House,109,290
VT,House,110,328
VT,House,111,327
VT,House,112,335
VT,House,113,307
VT,House,114,339
VT,House,115,336
VT,House,116,332
VT,House,117,334
VT,House,118,318
VT,House,119,328
VT,House,120,338
VT,House,121,292
VT,House,122,280
VT,House,123,244
VT,House,124,231
VT,House,125,212
VT,House,126,190
VT,House,127,140
VT,House,128,129
VT,House,129,81
VT,House,130,74
VT,House,131,49
VT,House,132,42
VT,House,133,22
VT,House,134,16
VT,House,135,20
VT,House,136,10
VT,House,137,11
VT,House,138,5
VT,House,139,5
VT,House,140,1
VT,House,141,4
VT,House,142,1
VT,House,143,1
VT,House,145,2
VT,House,148,1
VT,Senate,13,1
VT,Senate,14,2
VT,Senate,15,6
VT,Senate,16,18
VT,Senate,17,56
VT,Senate,18,142
VT,Senate,19,326
VT,Senate,20,609
VT,Senate,21,1253
VT,Senate,22,1859
VT,Senate,23,2256
VT,Senate,24,1833
VT,Senate,25,1117
VT,Senate,26,331
VT,Senate,27,117
VT,Senate,28,42
VT,Senate,29,23
VT,Senate,30,9
WA,House,19,1
WA,House,23,1
WA,House,25,2
WA,House,26,1
WA,House,27,2
WA,House,29,2
WA,House,32,5
WA,House,33,2
WA,House,34,8
WA,House,35,4
WA,House,36,2
WA,House,37,5
WA,House,38,5
WA,House,39,9
WA,House,40,13
WA,House,41,9
WA,House,42,16
WA,House,43,20
WA,House,44,23
WA,House,45,21
WA,House,46,28
WA,House,47,29
WA,House,48,38
WA,House,49,49
WA,House,50,53
WA,House,51,90
WA,House,52,100
WA,House,53,113
WA,House,54,139
WA,House,55,190
WA,House,56,208
WA,House,57,254
WA,House,58,359
WA,House,59,415
WA,House,60,546
WA,House,61,588
WA,House,62,617
WA,House,63,639
WA,House,64,597
WA,House,65,550
WA,House,66,528
WA,House,67,485
WA,House,68,420
WA,House,69,423
WA,House,70,365
WA,House,71,308
WA,House,72,283
WA,House,73,218
WA,House,74,197
WA,House,75,163
WA,House,76,150
WA,House,77,130
WA,House,78,115
WA,House,79,103
WA,House,80,69
WA,House,81,64
WA,House,82,42
WA,House,83,42
WA,House,84,35
WA,House,85,29
WA,House,86,23
WA,House,87,9
WA,House,88,19
WA,House,89,10
WA,House,90,9
WA,House,91,1
WA,House,92,2
WA,House,93,4
WA,House,94,1
WA,Senate,18,1
WA,Senate,19,5
WA,Senate,20,6
WA,Senate,21,6
WA,Senate,22,17
WA,Senate,23,20
WA,Senate,24,36
WA,Senate,25,68
WA,Senate,26,140
WA,Senate,27,276
WA,Senate,28,480
WA,Senate,29,1277
WA,Senate,30,3524
WA,Senate,31,2475
WA,Senate,32,1194
WA,Senate,33,330
WA,Senate,34,103
WA,Senate,35,26
WA,Senate,36,13
WA,Senate,37,3
WV,House of Delegates,0,1
